,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
16159,西贝,涨价,部分,价格,餐饮,表示,顾客,疫情,学友,结束,不想,撤回,消费,门店,觉得,菜品,成本,决策,找到,销售额
16160,奥克斯,空调,宣传,罚款,联播,老板,董明珠,销售,进行,效率,能源,利用,生产,合格,举报,标识,产品,表示,能效,格力
16161,问题,中美,做事,消费,战斗,热度,选择,解决,流量,做出,做好,方方,关注,香港,好像,台湾,国家,拼搏,节奏,
16162,全球,疫情,化工行业,经济,基础,李雷,公司,供应链,工业,副总裁,扰动,指数,沙特,反弹,危机,债务,迁移,保持,,
16163,财政,低收入,发现,研究院,中国政府,情况,老百姓,委员,生活,境况,消费,发放,方式,社会阶层,国家,达到,经济学家,政府,,
16164,住房,本市,青岛,改善,鼓励,需求,政策,办理,购房,网签,备案,户籍,落户,条件,享受,委托,符合,人口,代理,入市
16165,试行,休息,制度,疫情,影响,消费,举行,培育,前提,满足,行动计划,行动,合力,肺炎,新冠,需要,经营,生产,企业,发布会
16166,消费,经济,社会,生产,涨价,信心,市场经济,疫情,就业,带动,促进,需要,缩减,阴影,亏损,本质,直至,是否,信号,
16167,品牌,渠道,总部,活动,末梢,出现,维护,问题,利于,销售,合作,发声,管理,代言人,信息,促进,受损,导致,,
16168,试行,休息,制度,产业,前提,满足,行动计划,召开,发布会,南京,行动,需要,经营,生产,疫情,企业,内需,南京市,条件,合理安排
16169,麦饼,荣庄,城市,消费,报复性,东西,临海,紫阳,路过,海苔,旅游,好吃,荣记,肉蛋,豆面,荣小馆,尝尝,,,
16170,涨价,企业,道歉,价格,操作,权利,成本,维持,收起,认为,全文,合理,恢复,减少,份量,应该,增加,运营,,
16171,媒体,用户,变现,付费,博主,产品,带货,市场,疫情,网红,知识,粉丝,战争,看似,价格战,消费,积累,泡沫,,
16172,空调,奥克斯,标识,宣传,能效,董明珠,销售,罚款,生产,进行,合格,举报,责令,视频,改正,能源,效率,顶格,利用,合规
16173,资金,流入,经济,实际,空转,金融体系,获得,消费,部分,大量,地产,融资,比例,服务业,社融,来自,行业,拖累,见闻,
16174,经济,网红,李佳琦,差异,商业模式,记者,人民币,消费,文化,直播,主持,视频,粉丝,电影票房,广告,天价,收入,外来词,链接,规模
16175,餐饮企业,涨价,决策,疫情,消费者,选择,道歉,恢复,提高,减少,改变,公司,保证,单价,产品价格,消费,人数,原价,层面,变成
16176,美国,苹果,发布,市场份额,情况,收起,全文,研究,智能手机,消费者,市场调研,公司,报告,选择,调查,,,,,
16177,版本,状态,方式,房子,说明,心理,价格,实用,盒子,标注,屏幕,接受,,,,,,,,
16178,试行,休息,制度,疫情,鼓励,前提,满足,南京,内需,举行,发布会,动员,会议,提到,休假,需要,延伸,经营,生产,企业
16179,智能,评测,捷途,车型,消费者,系统,肯定,车载,互联,组合,车机,动力,款车,试驾,家家,测试,动作,选择,,
16180,消费,涨价,人群,门店,处于,朱丹蓬,分析师,产业,影响,错误,致歉,管理层,决策,餐饮行业,线下,餐饮,停滞,食品,进行,
16181,女士,东百,中心,价格,标错,秒杀,套装,退款,经理,客服,商城,商品,海都,发货,向海,化妆品,美白,市场,收起,失误
16182,库存,全省,湖北省,粮油,购买,表示,需要,科学,适量,家庭,跟风,胡新明,抢购,粮食局,消费,理性,粮食,副局长,小麦,
16183,涨价,疫情,西贝,上涨,消费者,该不该,餐饮企业,成本,接受,认为,错误,决策,道歉,部分,原因,管理层,公司,停业,,
16184,上涨,居民消费,全国,新闻,开张,开工,视频,烈火,研究,新冠,发现,杂志,江面,现金,柜台,归队,亮灯,发表,,
16185,零售,发展,提升,服务,有望,产品,加速,传统,医药,实现,处方,成为,升级,扩张,行业,认为,战略,平台,更具,转型
16186,消费,男性,消费力,经济,报告,小看,败家,资讯,事业,领域,相比,消费者,女性,财富,表明,来源,提升,提速,社会,
16187,李泰容,链接,网页,飞行,净化,全款,地址,天才,搜索,关联词,手幅,基础,相框,抢漏,超话,反差,单人,交通卡,油管,应援
16188,空间,回补,金融,数据,信号,发力,消费,存在,认为,研究,中信证券,透露,宏观政策,反映,见闻,来自,,,,
16189,夜蛾,玉米,减产,防治,农民,工作,农业,损失,转基因,预计,阿拉伯地区,抗性,手册,种植,飞行,介入,传统,小组,蝗虫,农业部
16190,疫情,试行,游戏,影响,孩子,休息,培育,消费,肺炎,新冠,行动,发布会,动员,举行,制度,南京,行动计划,知识,南京市,应对
16191,推销,商品,确保,直播,官员,包括,院长,管理,特产,具有,重启,湖北省,网友,接受,取经,唐任伍,北京师范大学,研究院,农产品,
16192,奥克斯,空调,宣传,罚款,董明珠,销售,进行,视频,联播,老板,效率,能源,利用,生产,合格,举报,标识,产品,表示,能效
16193,水平,带货,用户,东西,博主,产品,是否,觉得,消费,吹牛,认为,操盘,问题,发展,头部,空间,能力,,,
16194,奥克斯,空调,董明珠,宣传,罚款,举报,销售,进行,效率,能源,视频,生产,利用,合格,标识,产品,表示,能效,格力,联播
16195,月份,影响,价格,美国,下滑,显示,能源,民众,新高,数据,肥皂,消费者,价格指数,家庭,抢购,设定,目标,收起,历史,低于
16196,接受,消费,特辑,王一博,青春,看似,合理,程度,时尚,年轻人,取决于,底色,人格,逻辑,血泪,商业,共谋,设计,天赋,视频
16197,影响,涨幅,回落,因素,月份,减弱,翘尾,疫情,视频,收起,全文,居民消费,全国,价格指数,上涨,数据,发布,国家统计局,分析,有望
16198,消费者,维护,利益,企业,逼逼,施压,降价,猪肉,价格,牺牲,社会,叨叨,政府,,,,,,,
16199,西贝,涨价,标准,道歉,生意,食用,城市,堂食,西贝门,店堂,收起,支持,菜品,外卖,价格,返券,只能,使用,门店,停业
16200,试行,休息,疫情,制度,影响,消费,举行,培育,前提,满足,行动计划,行动,肺炎,新冠,合力,启动,南京,需要,经营,生产
16201,魔术,王一博,选题,交响乐,巴赫,想到,消费主义,视频,主题,黑镜某,文案,了看,长大,禁欲,挖掘,守序,摄影,团队,只能,配上
16202,奥克斯,空调,宣传,罚款,董明珠,销售,进行,视频,联播,老板,效率,能源,利用,生产,合格,举报,标识,产品,表示,能效
16203,粉丝,连号,消费力,压成,上推,,,,,,,,,,,,,,,
16204,王一博,接受,青春,生活,追梦,科幻,封面,消费,样子,认知,运动,时尚,在于,直击,勇气,喜欢,心灵,吸引,向阳,专注
16205,试行,休息,制度,南京,影响,条件,事业单位,前提,满足,培育,疫情,肺炎,新冠,收起,全文,合力,需要,消费,经营,生产
16206,逛逛,缺少,消费主义,大众,内容,距离,拒绝,同质化,封面,吸引,衣橱,小店,女人,包装,审美,名媛,活得,翻看,,
16207,试行,休息,制度,疫情,影响,消费,举行,培育,前提,满足,行动计划,行动,合力,启动,南京,肺炎,新冠,需要,经营,生产
16208,标准,提前,执行,排放,新闻,影响,情况,工作,消费,举行,扩大,汽车,国务院,发布会,疫情,险峰,轻型车,副司长,大气,
16209,疫情,试行,游戏,影响,孩子,休息,培育,消费,肺炎,新冠,行动,发布会,动员,举行,制度,南京,行动计划,知识,南京市,应对
16210,涨幅,消费,西贝,莜面,就业,拉动,物价,现价,疫情,商人,冲击,做出,原价,看看,贡献,凉皮,馍馍,实在,本年度,
16211,文化,韩国,程度,支撑,技术,战场,欧美,人文,物质,输出,建设,品牌,讨论,娱乐,消费品,茉莉,革命,释放,,
16212,胜率,次数,活动,点券,好友,匹配,局数,消费,显示,职业,游戏,时间,营地,回顾,英雄,使用,上赛季,,,
16213,文化,属于,输入,地方,寺庙,西域,夫余,贸易,胡戏,本质,范畴,驴子,盗版,高句丽,商品,输出,江鸿叶,胡姬,消费主义,帝国
16214,制度,年轻人,文化,了解,申请,方式,名胜,喜欢,参观,明星,食物,消费,品尝,产品,收起,全文,言论,认可,移民,携家带口
16215,奥克斯,空调,宣传,罚款,董明珠,销售,进行,视频,联播,老板,效率,能源,利用,生产,合格,举报,标识,产品,表示,能效
16216,经济,消费者,消费,能力,报出,大爷,卖方,价格,观察,市场,欲望,洱海,老爷子,视频,,,,,,
16217,试行,休息,制度,疫情,影响,南京,举行,消费,培育,条件,前提,事业单位,满足,行动,行动计划,肺炎,需要,新冠,经营,生产
16218,块钱,消费者,消费,爆出,卖方,欲望,能力,价格,,,,,,,,,,,,
16219,试行,休息,制度,疫情,影响,消费,培育,前提,满足,行动计划,肺炎,合力,新冠,行动,公布,发布会,举行,动员,需要,经营
16220,森友,动物,集合,现实,消费,思考,策划,小时,广告,加入,带来,前言,前入,全文,简称,,,,,
16221,礼物,辣妈,消费,狂欢,逛商场,生活,买点,庆祝,母婴,,,,,,,,,,,
16222,试行,休息,制度,疫情,影响,消费,举行,培育,前提,满足,行动计划,行动,合力,启动,南京,肺炎,新冠,需要,经营,生产
16223,负责,地方,质量,体验,混用,影响,差距,使用,元器件,理解,逼疯,消费者,行为,屏幕,,,,,,
16224,支出,花钱,居住,出门,增加,生活,空间,景观,开支,发生,花点,改善,概率,变化,环境,看见,感受,珠江,,
16225,奥克斯,空调,宣传,罚款,董明珠,销售,进行,视频,联播,老板,效率,能源,利用,生产,合格,举报,标识,产品,表示,能效
16226,粉丝,我会,钱包,隔离,免单,直播间,透来,吃亏,收起,福利,不来,全文,雪青,机会,回来,回血,直播,消费,掏空,大叔
16227,能源,革命,发展,创新,中华人民共和国,发布,文明,方向,收起,全文,应当,生态,理念,相适应,贯彻,遵循,推动,绿色,消费,开放
16228,调查,刷新率,需要,普及,任重道远,群体,粉丝,数码,博主,消费者,数字,带带,手机,,,,,,,
16229,肖战,超正,捐款捐物,私底下,人品,消费观,公益,缺席,金钱观,体现,衣服,出席,采访,斗罗,大陆,爱豆,细节,活动,出镜率,值得
16230,品牌,艺人,维护,代言人,推销,粉丝,竞品,活动,饮料,收起,全文,规章,线下,约束,贵司,祝福,行为,门店,品牌形象,
16231,生产,确保,正常化,实现,复产,秩序,提高,居民收入,供给,增加,复工,生活,消费,就业,推进,全面,能力,,,
16232,现金流,折现,逻辑,公司,估值,利率,互联网,社会,集资,可能性,倒挂,市场,改革,抖动,认知,原因,继续,客户,提高,
16233,美团,竞争,独家,取消,控诉,生存,企业,行为,垄断,买单,协议,霸道,合作,餐饮行业,广东,协会,良性,市场,外卖,
16234,汽车,车市,能力,中汽协,产销,受损,消费,降幅,疫情,中国汽车工业协会,记者,经营报,冲击,收起,经营,迹象,回温,全文,简称,
16235,需要,思考,东西,转变,富有,思维,消费者,交付,买得起,想要,产出,凡事,例子,,,,,,,
16236,增加,面对,疫情,直观,影响,计划,股票,现金,维持,减少,保留,消费,升级,锁仓,高度,地产,关注,感觉,投入,
16237,增值税,二手车,汽车,经销,变化,消费,征收,减按,注意,卖车,纳税人,销售,政策,买车,征收率,改为,发布,收购,从事,
16238,路由器,天线,认为,形成,对立,发现,类似,经理,产品,模样,能省,收起,知道,全文,几毛钱,做成,企业,吸住,调研,
16239,经济,启动,造成,停摆,大面积,复工,企业,需求,资金,弥补,复产,融资,实体,缺口,消费,,,,,
16240,政府,消费,搞好,全部,看见,酒气,问题,小伙,感觉,奔驰,测试,驾来,响应,酒精,含量,小伙子,号召,鼓励,,
16241,疫情,消费,总工会,行动,发展,关爱,资金,筹措,职工,引导,参与,服务,充分发挥,作用,记者,新闻,发布会,经济社会,促进,实事
16242,建设,推进,产业,加快,南京,全市,疫情,经济,行动,新都市,项目,打造,南京市,内需,试行,消费,国际,医院,召开,发布会
16243,结论,产品,社会,人口,经济,框架,受益,混淆,生产,导致,得出,软件,个体,虚拟,递减,利润,回报,获得,抬高,单价
16244,疫情,卖出去,法国,法国人,压力,巴黎,羊肉,漆园,故事,消费,大量,法兰西,全球,需求,隐吏,带来,养殖业,需要,花钱,
16245,广阳,招商,投资,体系,消费品,关注,变化,布局,龙头,消费,食品,演进,理解,估值,行业,足够,研究,出走,,
16246,信息,防疫,文旅,使用,移动,用户,服务,国家,游客,服务平台,政务,相关,程序,实名,有序,复工,机构,提供,认证,
16247,餐饮企业,成本,涨价,解封,西贝,就餐,现金流,撤回,消费,道歉,食材,薪酬,败给,员工,产能,准备,行业,消费者,,
16248,疫情,试行,游戏,影响,孩子,休息,培育,消费,肺炎,新冠,行动,发布会,动员,举行,制度,南京,行动计划,知识,南京市,应对
16249,疫情,旅游,复苏,视频,助力,旅游业,影响,景区,消费,姐姐,哥哥,打赢,发展,动员,参与,绍兴,收起,防控,公安,全文
16250,直播,网络,县长,脱贫,产品,扶贫,主播,消费,助力,特色,推广,热词,形式,成为,视频,攻坚,地方,货带,中新,时代
16251,消费,觉得,西瓜,打包,涨到,喜茶,难看,喜欢,服务员,涨价,回头,个价,,,,,,,,
16252,消费者,明白人,事儿,,,,,,,,,,,,,,,,,
16253,货币政策,为主,需求,财政政策,为辅,控制,扩大,效果,疫情,研究院,复产,缓解,财经,全景,首席,经济学家,发文,任泽平,挑战,复工
16254,奥克斯,空调,宣传,罚款,董明珠,销售,进行,视频,联播,老板,效率,能源,利用,生产,合格,举报,标识,产品,表示,能效
16255,南京,休息,行动,疫情,发布,试行,制度,建设,重磅,培育,南京市,项目,内需,加快,公众,发展,打造,召开,发布会,消费
16256,粮食,市民,应急,储备,满足,政府,能够,负责人,体系,小麦,地方,储备粮,可望,汕头,供应,国家,直属,存有,完成,采访
16257,经济,脱钩,全球,低迷,周宏春,担心,流行,进入,愚行,总体,活动,增长,金融危机,宣布,声浪,肯尼斯,觉得,收起,,
16258,消费,姚洋,企业,经济,刺激,信心,钟南山,居民,服务业,收入,需求,复工,提振,扩张,聚焦,疫情,影响,政策,,
16259,代言人,店员,皮下,促销,拜拜,回应,微管,链接,骂人,网页,维权,停留,合理,有没有,乱画,活动,收起,全文,,
16260,看到,出差,开车,该死,下楼,男朋友,消费,购物中心,报复性,合肥,酒店,冲动,告诉,恋爱,魅力,肚子痛,,,,
16261,原创,收起,认证,参与,实名,消费水平,奢侈品,公益,账号,完善,个人资料,给出,官方,评分,建议,绑定,手机号,艾特,大牌,填假
16262,经济,共享,个股,涉及,计算,技术开发,应用,医疗,配送,接触,雨哥,看盘,贸易,数字,员工,板块,零工,相关,互联网,
16263,進口,美国,發達,替代,地步,農業,时会,體量,生產,足夠,美國,推翻,问答,收起,时间,全文,回流,,,
16264,青岛,改善,需求,鼓励,套房,相关,推新,入市,购买,就业,人才,纳税,需要,落户,中心,交易,青岛市,登记,收起,发布
16265,奥克斯,空调,宣传,罚款,董明珠,销售,进行,视频,联播,老板,效率,能源,利用,生产,合格,举报,标识,产品,表示,能效
16266,奥克斯,空调,宣传,罚款,董明珠,销售,进行,视频,联播,老板,效率,能源,利用,生产,合格,举报,标识,产品,表示,能效
16267,试行,休息,疫情,制度,南京,影响,消费,行动,培育,举行,前提,满足,行动计划,肺炎,新冠,合力,需要,经营,生产,发布
16268,涨价,经营,下降,上涨,台率,成本,压力,承压,带来,火锅,消费,业绩,餐饮业,疫情,全面,停业,道歉,趋势,宣布,取消
16269,美学,艺术,精品,酒店,收起,时间,调试,概念,运营,质感,传递,载体,打造,住宿,形式,生活,设计,改造,理想家,全文
16270,点击,服务,消费者,购货,发票,出具,相关,限制,单据,凭证,客服,经营者,开发票,惯例,出现,问题,私信,发太,国家有关,统一
16271,抗疫,嫌疑人,募捐,抓获,赃款,善意,骗走,男孩,民警,善款,诈骗,澎湃,上海浦东,钱财,用于,骗取,警方,消费,上海,部分
16272,粉丝,希望,商务,满嘴,凡事,天线,别搞,上喊,上升,错误,想想,看见,恶心,开心,消费,吸进,,,,
16273,发烧友,写法,东西,关系,感动,文化,后半程,脑门,发烧,贴标签,暗示,试音,宣布,直观,标榜,茴字,影响,收获,音频,
